gppd_idnr,name,country,country_long,fuel,primary_fuel,capacity_mw,commissioning_year,latitude,longitude
WRI1006017,Reno De Medici,DEU,Germany,coal,Coal,19.0,,51.3914,8.073
WRI1006026,Rheinhafen-Dampfkraftwerk,DEU,Germany,coal,Coal,1547.0,,49.0134,8.3065
WRI1006025,Rheinhafen-Dampfkraftwerk,DEU,Germany,gas,Gas,353.0,1998.0,49.013,8.304
WRI1005866,Rostock power station,DEU,Germany,coal,Coal,514.0,1994.0,54.1428,12.1329
WRI1006049,SKW Diesel,DEU,Germany,oil,Oil,10.5,1978.0,47.6835,10.3191
WRI1006050,SKW Natural Gasturbine,DEU,Germany,oil,Oil,24.0,1988.0,47.6835,10.3191
WRI1006061,STW,DEU,Germany,gas,Gas,13.5,2007.0,50.8741,13.3944
WRI1006041,Schkopau power station,DEU,Germany,coal,Coal,900.0,1996.0,51.3985,11.9504
WRI1006042,Scholven power station,DEU,Germany,coal,Coal,690.0,1973.0,51.6024,7.0099
WRI1006045,Schwarze Pumpe power station,DEU,Germany,coal,Coal,1500.0,1998.0,51.5348,14.3531
WRI1006047,Sigmundshall,DEU,Germany,gas,Gas,19.0,1974.0,52.4185,9.3681
WRI1006051,Spitzenlastanlage Barmen,DEU,Germany,oil,Oil,60.0,2008.0,51.2689,7.2003
WRI1006052,Spitzenlastkraftwerk Großkayna,DEU,Germany,oil,Oil,120.0,1994.0,51.2919,11.9465
WRI1006053,Spitzenlastkraftwerk Sermuth,DEU,Germany,oil,Oil,17.0,1995.0,51.1614,12.7815
WRI1006054,Spitzenlastkraftwerk Wolfen,DEU,Germany,gas,Gas,40.0,1997.0,51.6431,12.2289
WRI1006056,Staudinger power station,DEU,Germany,coal,Coal,1132.0,1992.0,50.0886,8.9534
WRI1006058,Steinitz,DEU,Germany,gas,Gas,11.4,1995.0,52.83,11.1033
WRI1006019,Stuttgart-Muenster,DEU,Germany,coal,Coal,159.9,1983.0,48.8158,9.2211
WRI1006062,Süd DT1,DEU,Germany,gas,Gas,79.7,1980.0,48.1351,11.582
WRI1006063,Süd DT60,DEU,Germany,gas,Gas,127.6,2004.0,48.1351,11.582
WRI1006064,Süd GT 61,DEU,Germany,gas,Gas,444.6,2004.0,48.1351,11.582
WRI1006068,Thyrow,DEU,Germany,gas,Gas,296.0,,52.2302,13.3019
WRI1006069,Tiefstack power station,DEU,Germany,coal,Coal,194.0,1993.0,53.5262,10.0632
WRI1006073,Trianel Kohlekraftwerk Lünen,DEU,Germany,coal,Coal,746.0,2013.0,51.6124,7.4653
WRI1006074,Trianel Natural Gaskraftwerk,DEU,Germany,gas,Gas,838.0,2008.0,51.6739,7.9291
WRI1006115,UPM Augsburg,DEU,Germany,gas,Gas,29.0,1966.0,48.3801,10.9014
WRI1006113,Unterbreizbach,DEU,Germany,gas,Gas,33.6,1965.0,50.8132,9.9775
WRI1005682,Wachtberg power station,DEU,Germany,coal,Coal,118.0,1959.0,50.8976,6.7931
WRI1006125,Waehlitz power station,DEU,Germany,coal,Coal,31.0,1994.0,51.1666,12.0762
WRI1075565,Walheim power station,DEU,Germany,coal,Coal,267.0,1966.0,49.0177,9.1577
WRI1006131,Wedel,DEU,Germany,oil,Oil,101.0,1972.0,53.5663,9.7285
WRI1006130,Wedel power station,DEU,Germany,coal,Coal,260.0,1961.0,53.567,9.7244
WRI1006133,Weiher,DEU,Germany,coal,Coal,655.6,1976.0,49.3341,7.0314
WRI1006134,Weisweiler power station,DEU,Germany,coal,Coal,1800.0,1968.0,50.8392,6.3211
WRI1006137,Werkskraftwerk Sappi Alfeld 2,DEU,Germany,gas,Gas,20.0,1947.0,51.9851,9.8225
WRI1006141,Westfalen,DEU,Germany,coal,Coal,1049.0,2014.0,51.6805,7.9696
WRI1006144,Wilhelmshaven (Oil),DEU,Germany,oil,Oil,56.0,1973.0,53.5658,8.1462
WRI1006143,Wilhelmshaven power station,DEU,Germany,coal,Coal,757.0,1976.0,53.5658,8.1462
WRI1006145,Wilmersdorf,DEU,Germany,oil,Oil,828.0,1977.0,52.4816,13.3076
WRI1006146,Wintershall,DEU,Germany,gas,Gas,109.5,1967.0,50.894,9.9972
WRI1005781,Wuppertal-Elberfeld power station,DEU,Germany,coal,Coal,85.0,1989.0,51.2484,7.1187
WRI1006150,X-Kraftwerk,DEU,Germany,gas,Gas,27.0,1981.0,51.0144,6.9873
WRI1006153,Zielitz,DEU,Germany,gas,Gas,52.0,1996.0,52.2985,11.6796
WRI1061091,Agios Dimitrios power station,GRC,Greece,coal,Coal,1595.0,1988.0,40.3941,21.9256
WRI1061107,Agios Georgiou,GRC,Greece,gas,Gas,360.0,,37.9539,23.6104
WRI1061105,Aliveri,GRC,Greece,gas,Gas,420.0,,38.3896,24.0524
WRI1061095,Amyntaio power station,GRC,Greece,coal,Coal,600.0,1987.0,40.6192,21.6832
WRI1061072,Atherinolakkos,GRC,Greece,oil,Oil,102.0,,35.0038,26.1397
WRI1061109,Chania,GRC,Greece,gas,Gas,134.0,1998.0,35.488,24.0384
WRI1061096,Florina power station,GRC,Greece,coal,Coal,330.0,2003.0,40.8122,21.6027
WRI1061108,Heron I,GRC,Greece,gas,Gas,148.0,,38.2801,23.3264
WRI1061103,Heron II,GRC,Greece,gas,Gas,432.0,2010.0,38.2792,23.3299
WRI1061092,Kardia power station,GRC,Greece,coal,Coal,1250.0,1978.0,40.4102,21.7856
WRI1061102,Korinthos Power Plant,GRC,Greece,gas,Gas,437.0,2012.0,37.9208,23.0665
WRI1061100,Kotomini,GRC,Greece,gas,Gas,485.0,2002.0,41.0646,25.4899
WRI1061099,Lavrio,GRC,Greece,gas,Gas,723.0,,37.7463,24.0666
WRI1061071,Linoperamata,GRC,Greece,oil,Oil,193.0,,35.34,25.0523
WRI1061093,Megalopoli power station,GRC,Greece,coal,Coal,600.0,1979.0,37.4174,22.1079
WRI1061098,Megalopolis V,GRC,Greece,gas,Gas,811.0,,37.418,22.1083
WRI1061101,Protergia Power Plant,GRC,Greece,gas,Gas,444.0,2011.0,38.3585,22.6883
WRI1061094,Ptolemais,GRC,Greece,coal,Coal,620.0,,40.4809,21.7274
WRI1023514,South Rhodes Power Plant,GRC,Greece,oil,Oil,206.0,,36.3789,28.0186
WRI1061106,Thessaloniki Power Plant,GRC,Greece,gas,Gas,390.0,2005.0,40.6872,22.885
WRI1061104,Thisvi Power Station,GRC,Greece,gas,Gas,421.0,2010.0,38.2365,22.95
WRI1020251,Alpiq Csepel Erőmű,HUN,Hungary,gas,Gas,401.0,,47.428,19.0525
WRI1075836,Bakony power station,HUN,Hungary,coal,Coal,60.0,1957.0,47.0956,17.5584
WRI1020262,Debreceni Kombináltciklusú Erőmű,HUN,Hungary,gas,Gas,95.0,,47.5185,21.6329
WRI1020249,Dunamenti Erőmű,HUN,Hungary,gas,Gas,840.7,,47.3283,18.9169
WRI1020270,GREENERGY szabályozási központ,HUN,Hungary,gas,Gas,45.8,,46.0641,18.2646
WRI1020250,Gönyűi Erőmű,HUN,Hungary,gas,Gas,426.6,,47.7384,17.8033
WRI1020253,Kelenföldi Erőmű,HUN,Hungary,gas,Gas,173.0,,47.4624,19.0563
WRI1020259,Kispesti Erőmű,HUN,Hungary,gas,Gas,109.2,,47.4568,19.1673
WRI1020254,Lőrinci Gázturbinás Erőmű,HUN,Hungary,oil,Oil,170.0,,47.7164,19.6778
WRI1020248,Matra power station,HUN,Hungary,coal,Coal,884.0,1983.0,47.7886,20.066
WRI1020252,Oroszlány power station,HUN,Hungary,coal,Coal,250.0,1962.0,47.5017,18.2701
WRI1020247,Tiszai Erőmű,HUN,Hungary,gas,Gas,864.0,,47.9178,21.0784
WRI1002813,Aghada,IRL,Ireland,gas,Gas,528.0,,51.8347,-8.2362
WRI1002814,Aghada CCGT,IRL,Ireland,gas,Gas,435.0,,51.8347,-8.2362
WRI1002820,Cushaling,IRL,Ireland,oil,Oil,116.0,,53.2926,-7.0866
WRI1002821,Dublin Bay Power,IRL,Ireland,gas,Gas,415.0,,53.34,-6.2049
WRI1002822,Edenderry,IRL,Ireland,oil,Oil,117.6,,53.2902,-7.0845
WRI1002824,Great Island,IRL,Ireland,oil,Oil,216.0,,52.2793,-6.9935
WRI1002825,Huntstown,IRL,Ireland,gas,Gas,343.0,,53.4119,-6.3261
WRI1002826,Huntstown Phase II,IRL,Ireland,gas,Gas,404.0,,53.4119,-6.3261
WRI1002832,Marina No ST,IRL,Ireland,gas,Gas,88.0,,51.9,-8.4458
WRI1002834,Moneypoint power station,IRL,Ireland,coal,Coal,915.0,1986.0,52.6074,-9.4237
WRI1002836,Poolbeg Combined Cycle,IRL,Ireland,gas,Gas,480.0,,53.3396,-6.1867
WRI1002837,Rhode,IRL,Ireland,oil,Oil,104.0,,53.3594,-7.213
WRI1002838,Sealrock (Aughinish CHP),IRL,Ireland,gas,Gas,166.0,,52.6324,-9.0596
WRI1002839,Tarbert,IRL,Ireland,oil,Oil,488.0,,52.5893,-9.3632
WRI1002840,Tawnaghmore,IRL,Ireland,oil,Oil,104.0,,54.1934,-9.2206
WRI1002842,Tynagh,IRL,Ireland,gas,Gas,388.5,,53.1658,-8.381
WRI1002844,Whitegate,IRL,Ireland,gas,Gas,445.0,,51.8161,-8.2511
WRI1002845,ALTOMONTE,ITA,Italy,gas,Gas,808.0,2006.0,39.7118,16.215
WRI1002847,API ENERGIA IGCC,ITA,Italy,gas,Gas,280.0,2001.0,37.2814,13.521
WRI1002848,ASSEMINI,ITA,Italy,oil,Oil,177.0,1992.0,39.2269,8.9972
WRI1002849,AUGUSTA C.LE,ITA,Italy,oil,Oil,210.0,1959.0,37.2083,15.1778
WRI1002851,AZOTATI,ITA,Italy,gas,Gas,240.0,1993.0,45.4511,12.2239
WRI1002885,Andrea Palladio power station (FUSINA),ITA,Italy,coal,Coal,976.0,1971.0,45.4314,12.2468
WRI1002857,BUSSI,ITA,Italy,gas,Gas,125.0,1994.0,42.2002,13.8398
WRI1002854,Brindisi Nord power station,ITA,Italy,coal,Coal,640.0,1974.0,40.6432,17.9802
WRI1002855,Brindisi Sud power station,ITA,Italy,coal,Coal,2640.0,1992.0,40.5632,18.0318
WRI1002858,CANDELA,ITA,Italy,gas,Gas,400.0,,41.2014,15.4762
WRI1002862,CCGT APRILIA,ITA,Italy,gas,Gas,787.0,,41.5616,12.6337
WRI1002864,CELANO,ITA,Italy,gas,Gas,180.0,1998.0,42.0458,13.5475
WRI1002865,CENTRALE DI SCANDALE,ITA,Italy,gas,Gas,826.0,,39.1022,17.0325
WRI1002866,CENTRALE DI TEVEROLA,ITA,Italy,gas,Gas,400.0,2007.0,41.0092,14.2281
WRI1002867,CENTRALE DI TURANO LODIGIANO - BERTONICO (LO),ITA,Italy,gas,Gas,800.0,2011.0,45.2268,9.6377
WRI1002871,CHIVASSO,ITA,Italy,gas,Gas,1123.0,,45.1856,7.9016
WRI1002873,CTE DEL MINCIO,ITA,Italy,gas,Gas,400.0,,45.3993,10.7142
WRI1002874,CTE NUCE NORD,ITA,Italy,gas,Gas,480.0,,37.1313,15.2014
WRI1002875,CTE TAMARETE,ITA,Italy,gas,Gas,104.0,2013.0,42.3496,14.4039
WRI1002861,Cassano d’Adda,ITA,Italy,gas,Gas,969.0,,45.5115,9.5098
WRI1002876,E.ON C.TE LIVORNO FERRARIS,ITA,Italy,gas,Gas,804.0,,45.2372,8.1932
WRI1002878,ENERGIA MOLISE,ITA,Italy,gas,Gas,769.0,2006.0,41.9369,15.0004
WRI1002879,ENIPOWER BRINDISI,ITA,Italy,gas,Gas,1260.0,,40.6293,18.0033
WRI1002880,ENIPOWER RAVENNA,ITA,Italy,gas,Gas,972.0,2000.0,45.512,9.509
WRI1002884,Fiume Santo power station,ITA,Italy,coal,Coal,640.0,1992.0,40.8461,8.3068
WRI1002890,GISSI,ITA,Italy,gas,Gas,840.0,2004.0,42.0502,14.5639
WRI1002894,ISAB ENERGY,ITA,Italy,gas,Gas,521.0,1998.0,37.1399,15.2158
WRI1002896,JESI,ITA,Italy,gas,Gas,140.0,2001.0,43.5537,13.285
WRI1002897,LA CASELLA C.LE,ITA,Italy,gas,Gas,1465.85,,45.0904,9.4805
WRI1002898,LAMARMORA,ITA,Italy,oil,Oil,116.7,,45.5248,10.2273
WRI1002903,LARINO TG,ITA,Italy,gas,Gas,250.0,1992.0,41.8055,14.9193
WRI1002904,LEINI,ITA,Italy,gas,Gas,379.5,2007.0,45.163,7.7505
WRI1002905,LEVANTE,ITA,Italy,gas,Gas,752.5,1992.0,45.4458,12.2552
WRI1002906,LIVORNO MARZOCCO,ITA,Italy,oil,Oil,310.0,1965.0,43.5673,10.31
WRI1002900,La Spezia power station,ITA,Italy,coal,Coal,1300.0,1967.0,44.1118,9.8743
WRI1002909,MILAZZO,ITA,Italy,gas,Gas,162.9,,38.2212,15.2383
WRI1002910,MONCALIERI,ITA,Italy,gas,Gas,780.0,,44.993,7.6755
WRI1002912,MONTALTO (Alessandro Volta),ITA,Italy,gas,Gas,3446.0,,42.3572,11.5373
WRI1002907,Maddaloni,ITA,Italy,gas,Gas,352.0,1977.0,41.0197,14.37
WRI1002911,Monfalcone power station,ITA,Italy,coal,Coal,336.0,1968.0,45.7979,13.5455
WRI1002916,NAPOLI L,ITA,Italy,gas,Gas,400.0,2009.0,40.8339,14.3006
WRI1002917,OSTIGLIA,ITA,Italy,gas,Gas,1457.0,2013.0,45.0603,11.1374
WRI1002918,PIACENZA,ITA,Italy,gas,Gas,806.0,2006.0,45.0543,9.7086
WRI1002919,PIETRAFITTA,ITA,Italy,gas,Gas,365.0,,42.9954,12.1995
WRI1002920,PIOMBINO TERMICA,ITA,Italy,oil,Oil,1280.0,,42.9565,10.6034
WRI1002923,PORCARI,ITA,Italy,gas,Gas,100.0,1996.0,43.8235,10.6023
WRI1002924,PORTO CORSINI,ITA,Italy,gas,Gas,750.0,2002.0,44.4836,12.2652
WRI1002925,PORTO EMPEDOCLE C.LE,ITA,Italy,oil,Oil,140.0,,37.3123,13.5071
WRI1002927,PORTO TOLLE,ITA,Italy,oil,Oil,2640.0,,44.9569,12.4883
WRI1002928,PORTO VIRO,ITA,Italy,gas,Gas,125.0,,45.0178,12.2408
WRI1002930,PRIOLO C.LE,ITA,Italy,gas,Gas,750.0,,37.14,15.2159
WRI1002853,Pietro Vannucci power station,ITA,Italy,coal,Coal,150.0,1990.0,42.8971,12.5381
WRI1002926,Portoscuso,ITA,Italy,oil,Oil,320.0,1973.0,39.2047,8.3789
WRI1002935,RIZZICONI,ITA,Italy,gas,Gas,760.0,,38.4453,15.99
WRI1002939,ROSSANO TE,ITA,Italy,oil,Oil,1200.0,,39.6218,16.6084
WRI1002947,SAN FILIPPO DEL MELA,ITA,Italy,oil,Oil,866.0,,38.2049,15.2818
WRI1002946,SAN QUIRICO,ITA,Italy,gas,Gas,137.0,,44.9167,10.25
WRI1002948,SARLUX,ITA,Italy,gas,Gas,630.0,2000.0,39.1037,9.0063
WRI1002949,SARMATO,ITA,Italy,gas,Gas,180.0,1998.0,45.0522,9.5072
WRI1002951,SERMIDE,ITA,Italy,gas,Gas,1151.0,2004.0,45.0265,11.2522
WRI1002953,SIMERI CRICHI,ITA,Italy,gas,Gas,760.0,,38.8759,16.6569
WRI1002956,SORGENIA PUGLIA CENTRALE DI MODUGNO,ITA,Italy,gas,Gas,800.0,2010.0,41.1025,16.756
WRI1002958,SPARANISE,ITA,Italy,gas,Gas,760.0,,41.1783,14.1129
WRI1002940,Santa Barbara,ITA,Italy,gas,Gas,390.0,2006.0,43.565,11.4777
WRI1002959,Sulcis power station,ITA,Italy,coal,Coal,350.0,1997.0,39.1961,8.4002
WRI1002962,TAVAZZANO,ITA,Italy,gas,Gas,1520.0,2005.0,45.3325,9.4364
WRI1002964,TERMINI IMERESE C.LE,ITA,Italy,gas,Gas,1235.0,,37.9684,13.7512
WRI1021298,TERNI,ITA,Italy,gas,Gas,95.0,,42.554,12.6176
WRI1002966,TOR DI VALLE,ITA,Italy,gas,Gas,223.0,,41.8117,12.4228
WRI1002970,TORREVALDALIGA South,ITA,Italy,gas,Gas,1488.0,,42.1241,11.7624
WRI1002971,TORVISCOSA,ITA,Italy,gas,Gas,785.0,2006.0,45.817,13.2891
WRI1002972,TRAPANI C.LE,ITA,Italy,gas,Gas,213.4,,38.0158,12.5108
WRI1002973,TURBIGO,ITA,Italy,oil,Oil,1569.0,,45.5201,8.7422
WRI1002969,Torrevaldaliga Nord power station,ITA,Italy,coal,Coal,1980.0,2009.0,42.1269,11.7583
WRI1002976,VADO Ligure,ITA,Italy,gas,Gas,1353.0,2007.0,44.2755,8.4305
WRI1002982,VERZUOLO,ITA,Italy,gas,Gas,140.0,,44.5947,7.4858
WRI1002983,VOGHERA,ITA,Italy,gas,Gas,380.5,,45.0296,8.9723
WRI1022440,RTEC1,LVA,Latvia,gas,Gas,138.0,,56.9904,24.1788
WRI1022437,Riga Tec 2,LVA,Latvia,gas,Gas,863.0,,56.918,24.2766
GEODB0042163,Elektrenai (Lithuania) Thermal Power Plant Lithuania,LTU,Lithuania,gas,Gas,1800.0,,54.7701,24.6474
GEODB0042165,Kaunas CHP Power Plant Lithuania,LTU,Lithuania,gas,Gas,170.0,,54.9212,24.018
GEODB0042167,Mazheikiai CHP Power Plant Lithuania,LTU,Lithuania,gas,Gas,160.0,,56.3843,22.1841
GEODB0042166,Vilnius TE-3 CHP Power Plant Lithuania,LTU,Lithuania,gas,Gas,360.0,,54.6676,25.156
GEODB0045217,Esch-sur-Alzette CCGT Power Plant Luxembourg,LUX,Luxembourg,gas,Gas,385.0,,49.5119,5.9646
WRI1005499,Centrale Merwedekanaal,NLD,Netherlands,gas,Gas,227.0,,52.1017,5.0794
WRI1005506,Delesto,NLD,Netherlands,gas,Gas,530.0,,53.3185,6.9544
WRI1019310,Diemen 33,NLD,Netherlands,gas,Gas,684.0,1995.0,52.3389,5.0213
WRI1005509,ELSTA,NLD,Netherlands,gas,Gas,456.0,,51.3331,3.7787
WRI1019288,Eems,NLD,Netherlands,gas,Gas,2465.0,1996.0,53.4441,6.856
WRI1019289,Eemshaven,NLD,Netherlands,coal,Coal,1600.0,2015.0,53.4355,6.8793
WRI1019305,FLEVO,NLD,Netherlands,gas,Gas,999.0,2010.0,52.5772,5.53
WRI1019307,GELDERLAND,NLD,Netherlands,coal,Coal,590.0,,51.8561,5.8294
WRI1019306,HARCULO,NLD,Netherlands,gas,Gas,349.0,,52.468,6.1088
WRI1019298,Hemweg power station,NLD,Netherlands,coal,Coal,685.0,1995.0,52.4049,4.8465
WRI1019313,Ijmond,NLD,Netherlands,gas,Gas,114.0,1997.0,52.4758,4.6048
WRI1019295,Maasvlakte (MV1 and MV2),NLD,Netherlands,coal,Coal,1040.0,1988.0,51.9626,4.0217
WRI1019296,Maasvlakte 3,NLD,Netherlands,coal,Coal,1100.0,2016.0,51.9587,4.0272
WRI1019311,Magnum,NLD,Netherlands,gas,Gas,1311.0,2013.0,53.4502,6.8548
WRI1019290,Maxima,NLD,Netherlands,gas,Gas,880.0,2010.0,52.5772,5.53
WRI1005515,Rijnmond II,NLD,Netherlands,gas,Gas,427.0,,51.8902,4.3552
WRI1019287,Sloe,NLD,Netherlands,gas,Gas,870.0,2010.0,51.4482,3.6928
WRI1023817,Bełchatów,POL,Poland,coal,Coal,5472.0,,51.2679,19.3265
WRI1019069,Blachownia,POL,Poland,gas,Gas,158.0,,50.3562,18.2907
WRI1019052,CEZ Skawina,POL,Poland,coal,Coal,330.0,,49.9767,19.8047
WRI1019037,Dolna Odra,POL,Poland,coal,Coal,1362.0,,53.2067,14.4651
WRI1061511,EC Andrychów,POL,Poland,coal,Coal,12.0,1950.0,49.8524,19.3369
WRI1019086,EC Azoty Tarnów,POL,Poland,coal,Coal,97.0,,50.0277,20.9082
WRI1019071,EC Białystok,POL,Poland,coal,Coal,198.0,1991.0,53.1486,23.1689
WRI1061514,EC Bielsko-Biała 1,POL,Poland,gas,Gas,77.0,1973.0,49.8123,19.0538
WRI1061515,EC Bielsko-Północ 2,POL,Poland,oil,Oil,55.0,1997.0,49.8733,19.0309
WRI1061493,EC Bydgoszcz I,POL,Poland,coal,Coal,14.0,1929.0,53.1355,17.9836
WRI1019068,EC Bydgoszcz II,POL,Poland,coal,Coal,227.0,,53.0995,18.0879
WRI1061513,EC Będzin,POL,Poland,coal,Coal,82.0,,50.3019,19.1384
WRI1019059,EC Chorzów Elcho,POL,Poland,coal,Coal,226.0,,50.3079,18.9695
WRI1019090,EC Czechnica,POL,Poland,coal,Coal,110.0,1981.0,51.0381,17.1498
WRI1061516,EC Dębieńsko-Megawat,POL,Poland,gas,Gas,16.0,,50.1576,18.6505
WRI1061509,EC Elbląg,POL,Poland,coal,Coal,42.0,1928.0,54.1805,19.3855
