gppd_idnr,name,country,country_long,fuel,primary_fuel,capacity_mw,commissioning_year,latitude,longitude
WRI1061519,EC Fortum,POL,Poland,coal,Coal,68.0,2010.0,50.8273,19.1247
WRI1061502,EC GIGA,POL,Poland,coal,Coal,6.0,1950.0,51.2258,22.7079
WRI1019060,EC Gdańsk,POL,Poland,coal,Coal,217.0,1970.0,54.3784,18.6404
WRI1061518,EC Gorlice,POL,Poland,coal,Coal,5.0,,49.6769,21.1821
WRI1019074,EC Gorzów,POL,Poland,gas,Gas,243.0,,52.7504,15.2712
WRI1061507,EC Grudziądz,POL,Poland,coal,Coal,18.0,,53.4792,18.7719
WRI1019082,EC International Paper Kwidzyn,POL,Poland,coal,Coal,112.0,,53.7002,18.921
WRI1061505,EC Janikosoda,POL,Poland,coal,Coal,56.0,,52.7664,18.1098
WRI1061510,EC Kalisz-Piwonice,POL,Poland,coal,Coal,8.0,1932.0,51.7297,18.1062
WRI1019075,EC Katowice,POL,Poland,coal,Coal,135.0,,50.2855,19.0532
WRI1061520,EC Knurów,POL,Poland,coal,Coal,8.0,,50.2153,18.6785
WRI1019051,EC Kraków 1,POL,Poland,coal,Coal,446.0,1986.0,50.0535,20.0061
WRI1019058,EC Lublin Wrotków,POL,Poland,gas,Gas,231.0,2002.0,51.2161,22.5583
WRI1061521,EC Marcel,POL,Poland,coal,Coal,37.0,1908.0,50.0433,18.4842
WRI1061522,EC Miechowice,POL,Poland,coal,Coal,125.0,1954.0,50.3488,18.8419
WRI1061503,EC Mielec,POL,Poland,coal,Coal,33.0,1962.0,50.3046,21.4644
WRI1019089,EC Mondi Świecie,POL,Poland,coal,Coal,123.0,,53.3938,18.3751
WRI1061524,EC Moszczenica,POL,Poland,coal,Coal,38.0,1966.0,49.9415,18.5702
WRI1019079,EC Nowa,POL,Poland,coal,Coal,150.0,2001.0,50.3478,19.2771
WRI1019077,EC Nowa Sarzyna,POL,Poland,gas,Gas,116.0,2000.0,50.3172,22.3237
WRI1061530,EC Opolszczyzna - ECO,POL,Poland,coal,Coal,10.0,,50.6872,17.9201
WRI1061512,EC Oświęcim,POL,Poland,coal,Coal,79.0,,50.0395,19.2735
WRI1019054,EC PKN Orlen,POL,Poland,oil,Oil,600.0,2018.0,52.5843,19.6879
WRI1061527,EC Pniówek,POL,Poland,gas,Gas,14.0,,49.9672,18.6943
WRI1061500,EC Pruszków,POL,Poland,coal,Coal,9.0,1957.0,52.1707,20.8006
WRI1019087,EC Rzeszów,POL,Poland,gas,Gas,129.0,,50.0646,22.0294
WRI1061499,EC Siedlce,POL,Poland,gas,Gas,51.0,2002.0,52.1572,22.3061
WRI1019046,EC Siekierki,POL,Poland,coal,Coal,620.0,1961.0,52.1901,21.0873
WRI1061506,EC Soda Mątwy,POL,Poland,coal,Coal,36.0,,52.7671,18.2409
WRI1061504,EC Starachowice,POL,Poland,coal,Coal,36.0,,51.0299,21.0799
WRI1061526,EC Suszec,POL,Poland,gas,Gas,11.0,,50.0468,18.7609
WRI1061523,EC Szombierki,POL,Poland,coal,Coal,9.0,1920.0,50.3454,18.8864
WRI1061497,EC Toruń,POL,Poland,gas,Gas,106.0,,53.0475,18.6932
WRI1019092,EC Tychy,POL,Poland,coal,Coal,105.0,,50.1059,19.0164
WRI1061494,EC WSK Rzeszów,POL,Poland,coal,Coal,12.0,,50.0146,21.9813
WRI1019055,EC Wrocław,POL,Poland,coal,Coal,263.0,,51.1234,17.0241
WRI1061508,EC Władysławowo,POL,Poland,gas,Gas,11.0,2002.0,54.7921,18.4228
WRI1019049,EC Włocławek,POL,Poland,gas,Gas,453.0,2017.0,52.7074,18.9589
WRI1061528,EC Zabrze,POL,Poland,coal,Coal,106.0,,50.2956,18.8099
WRI1019088,EC Zakłady Chemiczne Police,POL,Poland,coal,Coal,100.0,,53.5743,14.5334
WRI1061501,EC Zduńska Wola,POL,Poland,coal,Coal,12.0,1992.0,51.5999,18.9675
WRI1061496,EC Zgierz,POL,Poland,coal,Coal,39.0,1948.0,51.8413,19.3939
WRI1019067,EC Zielona Góra,POL,Poland,gas,Gas,188.0,1974.0,51.9514,15.4879
WRI1061525,EC Zofiówka,POL,Poland,coal,Coal,64.0,1973.0,49.9642,18.6266
WRI1019061,EC Łódź-3,POL,Poland,coal,Coal,205.0,,51.7985,19.4216
WRI1019064,EC Łódź-4,POL,Poland,coal,Coal,198.0,,51.7462,19.5403
WRI1019053,EC Żerań,POL,Poland,coal,Coal,386.0,,52.2945,20.9942
WRI1019085,Gdynia,POL,Poland,coal,Coal,105.0,1974.0,54.5535,18.4803
WRI1019066,Jaworzno II,POL,Poland,coal,Coal,189.0,,50.2132,19.2273
WRI1019038,Jaworzno III,POL,Poland,coal,Coal,1345.0,,50.2064,19.2046
WRI1019078,Konin,POL,Poland,coal,Coal,233.0,,52.2837,18.2695
WRI1075563,Kozienice,POL,Poland,coal,Coal,1075.0,2017.0,51.5829,21.5478
WRI1019032,Kozienice,POL,Poland,coal,Coal,2673.0,,51.6658,21.4647
WRI1019040,Kozienice II,POL,Poland,coal,Coal,1075.0,2017.0,51.6668,21.4614
WRI1019035,Opole,POL,Poland,coal,Coal,1492.0,,50.7514,17.8845
WRI1061531,Ostrołęka A,POL,Poland,coal,Coal,75.0,,53.1019,21.6053
WRI1019045,Ostrołęka B,POL,Poland,coal,Coal,681.0,1972.0,53.1039,21.6118
WRI1019076,Pomorzany,POL,Poland,coal,Coal,134.0,1961.0,53.3907,14.5253
WRI1019084,Poznań Karolin EC-II,POL,Poland,coal,Coal,276.0,1985.0,52.4361,16.9873
WRI1019034,Połaniec,POL,Poland,coal,Coal,1623.0,,50.4365,21.3377
WRI1019081,Puławy,POL,Poland,coal,Coal,112.0,,51.4574,21.9744
WRI1019039,Pątnów I,POL,Poland,coal,Coal,1244.0,1967.0,52.3013,18.2344
WRI1019050,Pątnów II,POL,Poland,coal,Coal,464.0,2008.0,52.3014,18.2369
WRI1019033,Rybnik,POL,Poland,coal,Coal,1775.0,,50.1331,18.5232
WRI1019044,Siersza,POL,Poland,coal,Coal,546.0,,50.2083,19.4617
WRI1019056,Stalowa Wola,POL,Poland,coal,Coal,350.0,,50.5538,22.0787
WRI1061492,Szczecin,POL,Poland,coal,Coal,88.0,,53.4116,14.5858
WRI1019036,Turów,POL,Poland,coal,Coal,1498.0,,50.9482,14.9128
WRI1061517,ZPC Żory,POL,Poland,coal,Coal,5.0,,50.0411,18.6298
WRI1019042,Łagisza,POL,Poland,coal,Coal,700.0,,50.3499,19.1412
WRI1019041,Łaziska,POL,Poland,coal,Coal,1155.0,,50.1331,18.8465
WRI1023231,Lares,PRT,Portugal,gas,Gas,826.0,2009.0,40.1245,-8.775
WRI1023230,Pego C.C.,PRT,Portugal,gas,Gas,837.0,,39.4689,-8.1113
WRI1023234,Pego power station,PRT,Portugal,coal,Coal,682.0,1994.0,39.468,-8.1097
WRI1023228,Ribatejo,PRT,Portugal,gas,Gas,1176.0,2005.0,39.0118,-8.9521
WRI1023227,Sines power station,PRT,Portugal,coal,Coal,1296.0,1986.0,37.9322,-8.8038
WRI1023229,Tapada do Outeiro,PRT,Portugal,gas,Gas,990.0,,41.07,-8.4587
WRI1075556,Iasi-2 power station,ROU,Romania,coal,Coal,60.0,1986.0,47.1473,27.7172
WRI1019099,Isalnita power station,ROU,Romania,coal,Coal,630.0,1988.0,44.3886,23.718
WRI1019096,Mintia-Deva power station,ROU,Romania,coal,Coal,1075.0,1976.0,45.9134,22.8254
WRI1019123,Paroseni power station,ROU,Romania,coal,Coal,150.0,1964.0,45.3647,23.261
WRI1019094,Rovinari power station,ROU,Romania,coal,Coal,1320.0,1977.0,44.9068,23.1383
WRI1019101,TPP  Braila,ROU,Romania,gas,Gas,413.0,,45.166,27.9235
WRI1019111,TPP Brazi,ROU,Romania,gas,Gas,220.0,2007.0,44.8802,25.9988
WRI1019107,TPP Bucuresti Sud,ROU,Romania,gas,Gas,280.0,,44.4233,25.979
WRI1019106,TPP Bucuresti Vest,ROU,Romania,gas,Gas,298.0,,44.4233,25.979
WRI1019097,TPP CCCC Petrom Brazi,ROU,Romania,gas,Gas,860.0,2012.0,44.8802,25.9988
WRI1019108,TPP Craiova,ROU,Romania,coal,Coal,262.0,1988.0,44.345,23.8156
WRI1019105,TPP Drobeta,ROU,Romania,coal,Coal,313.0,,44.6751,22.6878
WRI1019102,TPP Galati,ROU,Romania,gas,Gas,346.0,,45.436,27.9814
WRI1019118,TPP Govora,ROU,Romania,coal,Coal,177.0,,45.04,24.29
WRI1019098,TPP Iernut,ROU,Romania,gas,Gas,751.0,,46.4677,24.1833
WRI1019119,TPP Oradea,ROU,Romania,coal,Coal,170.0,,47.0842,21.8928
WRI1019116,TPP Progresu,ROU,Romania,gas,Gas,184.0,,44.372,26.1073
WRI1023225,Turceni power station,ROU,Romania,coal,Coal,1650.0,1983.0,44.6694,23.408
GEODB0042639,Levice CCGT CHP Power Plant Slovakia,SVK,Slovakia,gas,Gas,80.0,,48.2022,18.597
GEODB0042638,Malzenice CCGT Power Plant Slovakia,SVK,Slovakia,gas,Gas,430.0,,48.4296,17.6978
GEODB0042634,Novaky (ENO) Thermal CHP Power Plant Slovakia,SVK,Slovakia,coal,Coal,518.0,,48.6988,18.5335
GEODB0042640,PPC Bratislava CCGT CHP Power Plant Slovakia,SVK,Slovakia,gas,Gas,218.0,,48.1775,17.1548
GEODB0042632,Vojany (EVO) Thermal Power Plant Slovakia,SVK,Slovakia,coal,Coal,880.0,,48.5536,21.9782
WRI1022411,Brestanica (TEB),SVN,Slovenia,gas,Gas,297.0,,45.9975,15.4796
WRI1022415,Energetika Ljubljana,SVN,Slovenia,coal,Coal,112.0,,46.058,14.5451
WRI1022413,Sostanj (TEŠ),SVN,Slovenia,coal,Coal,1099.0,,46.3723,15.0534
WRI1022410,TET,SVN,Slovenia,coal,Coal,110.0,,46.1258,15.0611
WRI1006157,ABONO 2,ESP,Spain,coal,Coal,877.6600000000001,1985.0,43.5528,-5.7231
WRI1006159,ACECA  GRUPO 4,ESP,Spain,gas,Gas,758.74,2006.0,39.9427,-3.8548
WRI1006172,ALCUDIA 1  GRUPO N 1,ESP,Spain,coal,Coal,533.8,1981.0,39.8106,3.0913
WRI1006189,AMOREBIETA,ESP,Spain,gas,Gas,786.42,2005.0,43.2347,-2.7497
WRI1006197,ANLLARES GR 1,ESP,Spain,coal,Coal,346.84,1982.0,42.8385,-6.5332
WRI1006203,ARCOS DE LA FRONTERA GRUPO 1,ESP,Spain,gas,Gas,1585.39,2005.0,36.6721,-5.8164
WRI1006207,ARONA 1  GAS 1,ESP,Spain,oil,Oil,43.2,2003.0,28.0996,-16.681
WRI1006210,ARRUBAL GRUPO 1,ESP,Spain,gas,Gas,784.7,2005.0,42.4194,-2.2511
WRI1006221,AZULIBER,ESP,Spain,gas,Gas,17.763,,40.0667,-0.2
WRI1006223,BAHIA DE ALGECIRAS I,ESP,Spain,gas,Gas,731.0,1970.0,36.1829,-5.3905
WRI1006230,BARRANCO DE TIRAJANA 7  VAPOR 3 (CC1),ESP,Spain,oil,Oil,646.26,2008.0,27.8045,-15.4387
WRI1006249,BESOS  GRUPO 5,ESP,Spain,gas,Gas,1670.81,2010.0,41.4196,2.2294
WRI1006265,BOINERSA,ESP,Spain,oil,Oil,24.6,2011.0,42.65,-8.9
WRI1006292,CAMPO DE GIBRALTAR GRUPO 20,ESP,Spain,gas,Gas,780.6600000000001,2004.0,36.1834,-5.3933
WRI1006302,CANDELARIA 9  VAPOR 5,ESP,Spain,oil,Oil,153.94,1979.0,28.3548,-16.3727
WRI1006308,CARTAGENA GRUPO 1,ESP,Spain,gas,Gas,1248.82,2006.0,37.5732,-0.9392
WRI1006309,CAS TRESORER TG3  CC2,ESP,Spain,gas,Gas,429.0,2009.0,39.5672,2.6895
WRI1006317,CASTEJON  GRUPO 2,ESP,Spain,gas,Gas,797.41,2007.0,42.1718,-1.6773
WRI1006318,CASTELLON,ESP,Spain,gas,Gas,782.0,2002.0,39.9592,-0.001
WRI1006322,CCC BAHIA DE ALGECIRAS,ESP,Spain,gas,Gas,820.536,2009.0,36.1829,-5.3905
WRI1006323,CCC SAGUNTO  GRUPO 2,ESP,Spain,gas,Gas,1232.19,2007.0,39.6426,-0.2344
WRI1006343,CEUTA  GRUPO 13,ESP,Spain,oil,Oil,48.7,2011.0,35.89,-5.35
WRI1006342,CEUTA 9  G-9,ESP,Spain,oil,Oil,11.5,2001.0,35.89,-5.35
WRI1006345,CG NUFRI-1,ESP,Spain,oil,Oil,13.56,2011.0,41.6333,0.9
WRI1006355,CICLO COMBINADO DE CASTELNOU,ESP,Spain,gas,Gas,790.68,2006.0,41.2167,-0.2928
WRI1006377,COGENERACION MOTRIL,ESP,Spain,gas,Gas,48.8,2001.0,36.7334,-3.5413
WRI1006378,COGENERACION NAVIA,ESP,Spain,gas,Gas,24.0,,43.5354,-6.7193
WRI1006381,COGENERACION REPSOL,ESP,Spain,oil,Oil,40.83,1994.0,38.6871,-4.1073
WRI1006390,COLORTEX,ESP,Spain,gas,Gas,12.68,,38.8167,-0.6167
WRI1006393,COMPOSTILLA II GR 5,ESP,Spain,coal,Coal,1005.14,1984.0,42.6125,-6.5647
WRI1006403,COTASA,ESP,Spain,gas,Gas,14.071,,40.0667,-0.2
WRI1006404,CRISTOBAL COLON,ESP,Spain,gas,Gas,390.94,2006.0,37.2156,-6.943
WRI1006406,CT ESCOMBRERAS 5,ESP,Spain,oil,Oil,537.28,1968.0,37.5645,-0.9513
WRI1006407,CT GUARDO 2,ESP,Spain,coal,Coal,485.85,1984.0,42.8261,-4.8463
WRI1006408,CT LADA 4,ESP,Spain,coal,Coal,347.7,1981.0,43.3082,-5.7001
WRI1006409,CT SANTURCE 2,ESP,Spain,oil,Oil,897.02,1972.0,43.34,-3.0539
WRI1006410,CTCC AS PONTES  GRUPO 5,ESP,Spain,gas,Gas,855.67,2008.0,43.4451,-7.8621
WRI1006412,CTCC CASTEJON  GRUPO 1,ESP,Spain,gas,Gas,424.91,2002.0,42.1718,-1.6773
WRI1006413,CTCC CASTELLON  GRUPO 4,ESP,Spain,gas,Gas,839.35,2008.0,39.9592,-0.001
WRI1006414,CTCC ESCATRON,ESP,Spain,gas,Gas,274.635,2007.0,41.2977,-0.3376
WRI1006415,CTCC ESCOMBRERAS,ESP,Spain,gas,Gas,815.64,2006.0,37.5732,-0.9392
WRI1006416,CTCC PLANA DEL VENT 2,ESP,Spain,gas,Gas,819.03,2007.0,40.9596,0.8692
WRI1006417,CTCC SABON  GRUPO 3,ESP,Spain,gas,Gas,391.31,2008.0,43.329,-8.503
WRI1006418,CTCC SOTO DE RIBERA  GRUPO 5,ESP,Spain,gas,Gas,854.1700000000001,2011.0,43.3161,-5.8777
WRI1006426,ECOCARBURANTES,ESP,Spain,gas,Gas,21.666,2012.0,37.6051,-0.9862
WRI1006454,ENCE - PONTEVEDRA $$,ESP,Spain,gas,Gas,26.62,2008.0,42.4167,-8.6667
WRI1006455,ENCE ENERGIA HUELVA  S.L.U. $$,ESP,Spain,gas,Gas,50.0,2012.0,37.2583,-6.9508
WRI1006456,ENEMANSA,ESP,Spain,oil,Oil,16.0,,39.2379,-3.4233
WRI1006460,ENERGYWORKS CARBALLO  S.L.,ESP,Spain,oil,Oil,13.18,2012.0,43.213,-8.691
WRI1006465,ESCATRON,ESP,Spain,gas,Gas,804.36,2008.0,41.2977,-0.3376
WRI1006466,ESCATRON GR 5,ESP,Spain,coal,Coal,65.0,1990.0,41.2961,-0.3376
WRI1006467,ESCOMBRERAS GRUPO 1,ESP,Spain,gas,Gas,1199.25,2006.0,7.5732,-0.9392
WRI1006477,FERTIMOLINA,ESP,Spain,gas,Gas,10.0,2000.0,40.8436,-1.8876
WRI1006480,FINSA-SANTIAGO,ESP,Spain,gas,Gas,23.96,2002.0,42.8805,-8.5457
WRI1006483,FORESTAL DEL ATLANTICO,ESP,Spain,oil,Oil,24.8,2012.0,43.4604,-8.2551
WRI1006494,GARONA VERDA,ESP,Spain,gas,Gas,14.95,1999.0,0.7046,42.8025
WRI1006500,GENSABON,ESP,Spain,gas,Gas,12.0,1999.0,43.3048,-8.5075
WRI1006506,GRANADILLA 1  GAS 1,ESP,Spain,oil,Oil,693.34,1990.0,28.0863,-16.4939
WRI1006523,GUASCOR,ESP,Spain,gas,Gas,13.5,,42.2793,-1.7463
WRI1006524,GUIA DE ISORA GAS 1,ESP,Spain,oil,Oil,43.1,2006.0,28.2115,-16.7795
WRI1006564,JINAMAR 10  GAS 2,ESP,Spain,oil,Oil,234.46000000000004,1989.0,28.0424,-15.4114
WRI1006593,LA ROBLA GRUPO 2,ESP,Spain,coal,Coal,619.06,1984.0,42.7924,-5.634
WRI1006611,LAS SALINAS 12  DIESEL 9,ESP,Spain,oil,Oil,72.11,2005.0,28.5004,-13.8627
WRI1006615,LAS SALINAS 8  GAS 2,ESP,Spain,oil,Oil,51.25,2000.0,28.5004,-13.8627
WRI1006617,LAS SALINAS 9 (GAS MOVIL 1),ESP,Spain,oil,Oil,11.74,1988.0,28.5004,-13.8627
WRI1006625,LITORAL DE ALMERIA GR 2,ESP,Spain,coal,Coal,1119.59,1997.0,36.9783,-1.9054
WRI1006636,LOS BARRIOS,ESP,Spain,coal,Coal,570.05,1985.0,36.1828,-5.42
WRI1006642,LOS GUINCHOS 15   GAS MOVIL 2,ESP,Spain,oil,Oil,67.3,2006.0,28.6538,-17.7867
WRI1006655,MAHON 10  BURMEISTER N 2,ESP,Spain,oil,Oil,195.19999999999996,1991.0,39.8964,4.2597
WRI1006662,MAHON TG4,ESP,Spain,gas,Gas,50.0,2008.0,39.8964,4.2597
WRI1006664,MALA1 (CTCC MALAGA),ESP,Spain,gas,Gas,415.509,2009.0,36.7495,-4.5631
WRI1006671,MEIRAMA GRUPO 1,ESP,Spain,coal,Coal,557.2,1980.0,43.1685,-8.4111
WRI1006672,MELILLA 13,ESP,Spain,oil,Oil,46.900000000000006,2008.0,35.29,-2.94
WRI1006677,MICHELIN ARANDA,ESP,Spain,gas,Gas,31.866,2003.0,41.6704,-3.6892
WRI1006678,MICHELIN VALLADOLID $$,ESP,Spain,gas,Gas,46.0,,41.6552,-4.7237
WRI1006702,NARCEA GRUPO 3,ESP,Spain,coal,Coal,553.6400000000001,1984.0,43.2924,-6.3937
WRI1006705,NEUMATICOS MICHELIN-VITORIA,ESP,Spain,gas,Gas,47.0,,42.85,-2.6667
WRI1006706,NUFRI,ESP,Spain,gas,Gas,10.0,2005.0,41.6333,0.9
WRI1007283,PALOS DE LA FRONTERA GRUPO 1,ESP,Spain,gas,Gas,1167.0,2004.0,37.1843,-6.8857
WRI1007287,PAPELERA GUIPUZCOANA,ESP,Spain,gas,Gas,79.918,,43.2596,-1.9688
WRI1007290,PAPELERA ROMANI,ESP,Spain,oil,Oil,18.801,1999.0,43.3,-7.5833
WRI1007779,PLANTA SECADO TERMICO DE LODOS E.R.A.R. DE BUTARQUE,ESP,Spain,gas,Gas,18.0,,37.5624,-5.1254
WRI1007820,PUENTE NUEVO GR 3,ESP,Spain,coal,Coal,299.76,1980.0,38.1108,-4.9354
WRI1007821,PUERTO DE BARCELONA  GRUPO 2,ESP,Spain,gas,Gas,866.3,2010.0,41.3366,2.1594
WRI1007826,PUNTA GRANDE 19 DIESEL 11,ESP,Spain,oil,Oil,184.94999999999996,2013.0,28.963,-13.5477
WRI1007845,REPSOL PUERTOLLANO,ESP,Spain,gas,Gas,80.5,1994.0,38.6478,-4.1214
WRI1007864,SALINAS BRAS DEL PORT  S.A.,ESP,Spain,gas,Gas,10.0,,42.5741,0.1824
WRI1007879,SAN ROQUE GRUPO 2,ESP,Spain,gas,Gas,791.6800000000001,2002.0,36.1955,-5.4131
WRI1007889,SANTURCE  GRUPO 4,ESP,Spain,gas,Gas,396.4,2005.0,43.34,-3.0539
WRI1007923,SNIACE,ESP,Spain,gas,Gas,93.0,,42.5273,-8.0086
WRI1007932,SON REUS 3  TURBINA DE GAS N 3,ESP,Spain,oil,Oil,563.75,2000.0,39.65,2.6807
WRI1007944,SOTO RIBERA 3,ESP,Spain,coal,Coal,346.25,1984.0,43.3122,-5.8739
WRI1007956,TARRAGONA,ESP,Spain,gas,Gas,802.84,2004.0,41.1081,1.1912
WRI1023654,TERUEL GR 3,ESP,Spain,coal,Coal,1055.77,1980.0,40.9966,-0.3798
WRI1007968,TIOXIDE EUROPE S.L.,ESP,Spain,gas,Gas,10.0,2009.0,37.2583,-6.9508
WRI1007973,TORRASPAPEL-MONTANANESA,ESP,Spain,gas,Gas,22.0,,41.6561,-0.8773
WRI1007975,TORTOSA ENERGIA,ESP,Spain,gas,Gas,39.58,2011.0,40.8125,0.5216
WRI1007994,TRUCHAS DEL CINCA,ESP,Spain,gas,Gas,23.92,1999.0,42.1519,0.2225
WRI1008027,VETEJAR,ESP,Spain,oil,Oil,12.9,2010.0,42.702,0.7956
WRI1029978,Nya Öresundsverket,SWE,Sweden,gas,Gas,440.0,,55.6261,13.0404
WRI1029979,Rya,SWE,Sweden,gas,Gas,261.0,,57.6924,11.8905
WRI1029980,Stenungsund,SWE,Sweden,oil,Oil,840.0,,58.0863,11.8435
WRI1075797,Vaesteras power station,SWE,Sweden,coal,Coal,80.0,1963.0,59.5885,16.5135
WRI1019441,Värme,SWE,Sweden,gas,Gas,639.0,1980.0,59.3532,18.0985
